,3a62531.cel,3a636a1.cel,3a6a4b1.cel,3a6b021.cel
203527_s_at,45.9027196496084,40.7601827123406,201.695835116935,70.0393563782225
203528_at,385.016245381514,135.046962414997,60.4152314227273,38.059937065452
203529_at,524.41758628284,105.428972526912,78.8589263532142,58.4134232212635
203530_s_at,306.294712846145,98.1532753310317,34.7394071789835,31.5331856301293
203531_at,169.688038801975,45.729422315923,72.2224501008046,30.4534999140511
203532_x_at,71.6291788271631,27.6204381512388,25.6003483692534,36.7157253446447
203533_s_at,31.4321695896664,23.4917683947641,27.4156005847925,25.0058756955574
203534_at,521.747575792724,299.336377551397,237.430764635489,68.1635428639434
203535_at,42.7163373429677,162.562451439414,23.2275342164046,26.8406606872259
203536_s_at,271.446833610339,67.6507716335897,44.9827135373657,34.707219934059
203537_at,654.566451795983,72.7206490503574,95.2239596725577,50.2909171289232
203538_at,539.182912773299,208.289765154667,259.838274033498,72.6598995248266
203539_s_at,25.9528464878415,137.544140576153,62.9449690590936,46.1892540706459
203540_at,38.4319655172156,43.0601485170323,1002.08675424796,750.818414003112
203541_s_at,50.6976202840949,87.0489499620424,95.5582822540143,46.1342750553253
203542_s_at,42.7305224315169,127.01162232274,55.4668413236952,65.8313409900661
203543_s_at,13.7301089130188,15.7302026270984,14.3072053095491,16.9048393451595
203544_s_at,77.1988110175953,60.7837566968172,71.430348851632,27.3653731714452
203545_at,312.855155287568,81.3822906917779,108.568692662493,69.1892113992662
203546_at,242.472257705876,291.219657651583,270.475275273184,228.252296593359
203547_at,79.901641692257,342.021872010002,202.968941355484,148.367430825208
203548_s_at,29.4929085988212,40.2910485380677,458.14820205141,53.9266309901125
203549_s_at,34.0363437554752,48.1055884085907,837.323997542198,119.972219540275
203550_s_at,774.767876755355,503.891394004217,459.662799269372,252.553766542983
203551_s_at,105.001171171723,34.8825657683778,117.70508115074,35.5942065233602
203552_at,32.9783809428376,17.4623707129449,21.8364972831832,22.2021603675583
203553_s_at,64.8241092646382,17.546943053149,22.8841110552698,25.7522172518737
203554_x_at,2631.48719476543,238.410654577792,258.269837732071,185.618271830897
203555_at,322.646938193559,323.096331005844,233.834992884192,90.9496125042466
203556_at,149.101824471113,69.3287628841369,77.2516904749389,28.5188520914101
203557_s_at,388.471725928048,168.46083175192,88.8645153469878,46.878087852275
203558_at,183.587738567971,116.282885220064,130.817861167087,42.9481813832195
203559_s_at,234.553618076554,384.74273259988,49.4258367829966,26.2184112581444
203560_at,232.100703439652,21.2453289810649,33.239206386785,19.801643545139
203561_at,37.0935713761229,27.8125616448237,38.5287915604172,28.8935418984634
203562_at,39.3483938697719,83.002905815187,1199.36847195697,767.87147783339
203563_at,11.9634660466482,12.671867258228,12.9388849297735,15.5102428043847
203564_at,315.808191322475,48.905856281804,78.1599144158174,49.0606161228602
203565_s_at,118.031495389695,75.7117362352738,58.956704588319,39.2930581057686
203566_s_at,106.611930731602,21.7234485863563,42.7988729460762,23.5196369914873
203567_s_at,262.052957174778,118.666287177368,140.072201913937,75.9216998028892
203568_s_at,71.6961998459287,31.0210663466014,20.3572320329319,25.1621297437616
203569_s_at,884.652247805576,74.3149962887572,83.6976549000563,28.1758691896749
203570_at,18.8618679695116,139.832858755936,65.0811033677298,21.579918271822
203571_s_at,50.0276643589801,1726.20717044564,30.2447378153542,48.5260206916222
203572_s_at,638.115291793838,219.089426771363,308.169450737131,115.295309230054
203573_s_at,293.174976711854,130.432250370387,44.4781871967034,41.4401965805465
203574_at,34.0894950161781,92.2928030105574,124.095703256711,39.1847705092422
203575_at,301.86034180888,113.616717525376,95.8401681762752,31.631734510367
203576_at,491.345696583462,291.558371282139,212.966924913805,112.327524749161
203577_at,84.5488033222248,60.5446954170783,47.0452252718646,37.6665078046694
203578_s_at,26.7413707958306,23.3261336363569,28.2197442407049,23.4261760951276
203579_s_at,36.8100080419751,42.1393303705629,76.055950165047,24.3687769158518
203580_s_at,100.777399666423,170.732011056133,227.827355186359,90.6287275566583
203581_at,22.6499916741286,131.211802219033,47.3516679492544,30.0405367856955
203582_s_at,87.3015296307391,145.426022582063,55.2877320644354,30.5054158484446
203583_at,261.226112915523,55.0241412405658,49.5906336754324,31.2215476756609
203584_at,195.30349957437,19.0057704230694,26.8116973415823,29.2696481201314
203585_at,108.71617425764,219.084732150144,107.962033792715,87.3158283624701
203586_s_at,128.501975457168,155.657147674433,205.072639507393,125.13036343174
203587_at,27.7677283023802,21.645381795723,25.3140402303646,25.3047695859189
203588_s_at,151.651789570405,119.546131428321,92.513617718601,54.118513910051
203589_s_at,40.6712347046874,27.2476393933075,33.7837560647603,33.7760847393581
203590_at,227.064337001026,367.617860764408,286.82621429984,257.175736038032
203591_s_at,60.148940667536,67.6514343721505,71.3047622357281,58.5561848562472
203592_s_at,103.347778868282,90.4942347611416,114.095344060382,94.9229077688486
203593_at,125.841764141614,18.1744150742432,15.1203866720504,14.8568567019837
203594_at,341.702276577526,36.8936900565092,75.2474359186726,20.1127019472097
203595_s_at,124.987246447903,41.8665812561489,44.4200816976883,27.1502207494503
203596_s_at,115.040025430141,85.4040204498366,112.369129317861,61.7604814682061
203597_s_at,34.2253232824672,37.5097004869652,22.5943990331092,36.868445562324
203598_s_at,30.887777968763,17.2636033006981,16.7909950624605,21.2396676659788
203599_s_at,40.8923745818888,38.0213994617579,55.7441113831535,31.0671077746595
203600_s_at,249.57451604285,244.799602443672,158.74419405076,45.9951694785854
203601_s_at,103.526019691977,67.9783525673172,115.005259215822,41.9256083202547
203602_s_at,152.021249429813,143.180765293721,90.2332600095519,46.5285156132965
203603_s_at,13.6358324569737,16.1407583888237,63.0686870015449,18.3875015762366
203604_at,35.0598066843447,32.4648529544308,21.7023497022797,22.0311030261765
203605_at,562.901774297919,42.055009051925,43.7243591122174,32.0494334957059
203606_at,797.127534451843,565.059180574447,179.58294108759,114.344796654408
203607_at,16.7702594360218,49.7705850046197,287.57672519918,114.694169652954
203608_at,46.0973055702379,29.2163661583941,60.3145306654967,30.0916036692686
203609_s_at,41.6389315062969,26.219340579445,28.091678464679,49.1198620367326
203610_s_at,186.394883122612,92.4662620151599,56.6065956400993,54.7563331266763
203611_at,397.488281359338,157.543209519822,248.855698733756,79.2519727454816
203612_at,501.157677779578,116.731675740476,86.0818931475004,61.399389229971
203613_s_at,832.491077163592,309.36289520031,110.188245188937,56.4649123264517
203614_at,141.625217371946,128.022443218319,140.636188151944,54.4462337113158
203615_x_at,258.269280733199,174.011673398809,284.079830458699,104.744980941599
203616_at,380.262423984275,154.392597975248,333.25187076346,121.501821805995
203617_x_at,822.642935196952,248.940611388707,493.351897939506,588.532591009815
203618_at,129.693401259193,93.8051419010828,221.975591793494,198.503564286058
203619_s_at,30.3460199777667,44.9413078242259,83.381194533164,142.683629617408
203620_s_at,146.054789236471,55.8660760968347,134.263538236811,31.8050794339101
203621_at,927.789375369097,177.417529945941,180.973197558698,95.2764243197972
203622_s_at,334.319045979084,77.6320467515452,73.8213911446689,41.7488836804388
203623_at,77.9905435434448,92.1842363407312,182.17418054581,83.0111721788452
203624_at,343.680767245666,121.846745303935,109.039657584463,50.6437414699352
203625_x_at,362.906967227885,42.0980565984745,47.2306239720177,20.8745846487119
203626_s_at,96.3700610435829,51.8050241788129,29.338225099193,30.2684758423369
203627_at,19.3681502583581,283.588973012984,70.3017936705797,25.6323053650713
203628_at,36.7782569278706,421.553971595922,99.7076183014893,39.770937414868
203629_s_at,18.8696775530795,27.7259451068808,24.531471627689,24.9562129346212
203630_s_at,338.021291396195,97.4977667306497,79.6878159158353,33.7685066866769
203631_s_at,60.1857623145162,49.8764695751805,86.4880205309473,87.753359273998
203632_s_at,37.3857957300608,56.1857132666953,146.313762032043,363.635750904687
203633_at,45.3102919487675,410.03279052107,210.487927359262,190.05668109556
203634_s_at,18.0442711458713,27.6948012519964,20.2521637289136,20.3250834086226
203635_at,222.135583132627,42.3957289670386,35.9102218076855,30.3075465475178
203636_at,47.1395562640577,92.6478859991084,132.403992506941,45.5963311074304
203637_s_at,29.7207986965945,31.1538362133151,32.0418574619902,30.4391512230094
203638_s_at,74.5335817202743,186.716668373649,192.939749115356,147.479758288667
203639_s_at,38.0596983838509,81.5299863078753,67.5767673640999,59.8575222049252
203640_at,50.6421714805618,78.3960614499042,86.1631697334644,166.345456794587
203641_s_at,52.4773229888202,61.3635264103731,31.7747794467313,57.7502606194189
203642_s_at,17.059834064305,28.4163208098701,16.6369166054573,22.3640253585561
203643_at,202.28589329204,88.136862055784,111.3188450384,54.0522449666042
203644_s_at,174.415522903873,178.560805511208,42.0151200062873,31.2681048651401
203645_s_at,24.4051075804904,40.1473327921027,78.0703740229197,50.1192739558169
203646_at,75.9590295395128,26.2580877482827,16.9383510331428,17.7269265444639
203647_s_at,678.325742797507,216.796248768777,30.9121523492301,31.3491215011124
203648_at,321.204565995121,265.092439145426,287.044164950991,102.222409812824
203649_s_at,121.673052570165,809.860312106251,134.354929289112,95.908033302125
203650_at,17.0374525740642,19.6258097236504,17.5560820452403,18.1323262843139
203651_at,36.2758778689678,23.1729700796143,33.6021905005031,26.6051560091424
203652_at,366.392858092116,311.858236363861,156.58422612377,116.541615612494
203653_s_at,170.54743926596,125.51195615354,30.5130482089006,26.0399920788621
203654_s_at,184.157283067544,29.2393103839319,34.4996619504517,29.5302871070637
203655_at,246.87800595342,114.741923269572,137.462747097168,80.6692736345745
203656_at,208.458273953715,179.162028375369,225.963928966422,152.155972601281
203657_s_at,87.8229776666004,276.878772328385,160.062321941923,117.743905350014
203658_at,260.215405715241,134.654178736035,171.629103069523,112.665280516825
203659_s_at,50.1830411880963,88.8517245101972,106.636023528259,88.2218294566089
203660_s_at,349.219276761277,251.425818811809,262.333473136985,182.646482328664
203661_s_at,153.802819615577,79.2283985041741,180.374907852973,87.9313817190764
203662_s_at,142.449351781863,204.79302504495,257.753554722028,93.953629494722
203663_s_at,2573.51083774078,431.994916077463,206.946629036788,135.867324686017
203664_s_at,197.627047265264,52.4200782588947,57.1766102691794,29.8805333479977
203665_at,147.568911573996,132.39077915658,111.448530127079,54.062543952456
203666_at,113.900393760862,127.226559416393,194.632136990909,160.198766072322
203667_at,1434.02200013561,243.15359232925,316.35228264381,77.4552156264848
203668_at,172.456042428368,251.129945905658,172.537939680766,67.2826738006974
203669_s_at,209.237492656911,137.980589066389,107.649800108475,41.2910902484178
203670_at,145.274272242261,50.2925357988652,83.4279562103879,119.030389973483
203671_at,116.272398237054,164.176379366255,258.16675908315,129.620592319244
203672_x_at,107.730156240226,93.6224211637804,104.992692999449,110.161012952042
203673_at,64.5589004870574,93.3349261390793,149.442235002732,108.562838745965
203674_at,273.938136901865,202.714819459141,52.6112580634239,31.2907835075984
203675_at,70.6630641947397,17.6657361086741,22.9768051971199,19.0911093876395
203676_at,127.960096810599,61.8277235328849,73.2434692129305,49.6441933682513
203677_s_at,236.930041569676,119.174150483878,123.364610604674,93.7825442297747
203678_at,137.828339130882,104.545134066936,92.8392141374652,37.2780261346119
203679_at,141.703443751252,220.165294997607,126.40029751807,172.818290061001
203680_at,26.6877643417492,23.9603469682985,594.640246195557,38.9687227334235
203681_at,23.9430012427938,32.8140252869387,35.2739304651243,27.5581043636273
203682_s_at,104.370925109741,264.231279477596,91.7486438189251,81.5899594579089
203683_s_at,237.607944953109,72.3017488844941,50.9809318232019,55.4899861444517
203684_s_at,102.617321747045,117.538963671869,72.8114256521917,70.7248293692873
203685_at,235.336880236638,32.2664099586184,31.8164321485718,40.1514416366344
203686_at,321.678329587824,195.443477341982,82.0811032927258,93.9559925986541
203687_at,119.501178386364,228.964365615744,150.151721331475,169.866667846529
203688_at,35.128404588303,17.8387067656152,22.9046049912823,21.218889161225
203689_s_at,82.9661004958237,41.1204818295575,100.324333435738,33.0106067077786
203690_at,41.2220084910004,25.5965830500154,30.1351075282845,19.2224226460594
203691_at,33.0058511090363,48.788328268131,49.5693518162414,44.6885802618292
203692_s_at,205.048170809209,31.0380189115359,87.2124838120525,45.2346948652805
203693_s_at,126.365518468756,34.990248513028,44.4772214723851,21.5055559393201
203694_s_at,312.126674770642,99.8124199687201,79.6772092512333,55.1694934186075
203695_s_at,934.911845113137,38.274687163133,106.472717629659,49.5222581948256
203696_s_at,408.772632120814,37.6655107279665,55.6041541833398,39.6180218580925
203697_at,22.3982184766291,29.6271944299355,105.175942443245,31.7169288115351
203698_s_at,17.9478995722085,27.5359932989335,45.7969683937331,20.1290846563353
203699_s_at,31.7058709584001,79.2709862414511,72.204093461075,63.9237538179321
203700_s_at,32.937277941836,60.2065241534354,75.4909584261424,41.507043364093
203701_s_at,150.4709519899,130.700503569766,121.746775808536,60.1602977122714
203702_s_at,274.286708881014,69.1495711972172,92.0969182123531,49.7732961417613
203703_s_at,48.0304819777183,60.4661012855616,44.08490260048,41.1385290096654
203704_s_at,114.770977929888,92.8318945816635,33.2332121098116,21.7016311674193
203705_s_at,20.824125058235,53.0627748722773,27.399704609244,25.9382985550817
203706_s_at,21.4998280156303,43.5495388122386,25.7499761459603,24.8990372913693
203707_at,263.617365272058,111.903777946224,154.965299614703,87.4795729968714
203708_at,73.7598061597613,63.4616270565025,150.027823618012,95.6973315031235
203709_at,235.860751640512,185.995394896381,161.971512262959,125.382410573058
203710_at,159.750257563586,23.2791002814162,31.1295677177534,30.9040750862389
203711_s_at,54.9682089695689,21.0390660636756,17.2690015956654,25.1334031919182
203712_at,398.980833364458,119.470104551211,78.994656598825,54.3420149158565
203713_s_at,28.3148947900749,53.3596790119592,25.23476823836,25.81319279511
203714_s_at,157.410933785089,77.1557713201632,199.967519093681,47.7207181221321
203715_at,25.4463170269414,18.5059080432411,21.728642765347,17.0560527421036
203716_s_at,84.4602767402375,86.9044760274018,55.1359484067744,89.7138473752535
203717_at,16.5667967200561,165.326416449566,17.6922142885842,31.0219578742607
203718_at,338.746596436955,191.66181739287,243.566047786267,125.195125269101
203719_at,220.561697732938,146.763685332518,78.6633111037785,100.555177002295
203720_s_at,304.076006423058,221.320985878467,153.152707621617,125.709429784912
203721_s_at,381.399466694185,50.1648773905063,66.113120014573,27.7348219797815
203722_at,73.1366580248376,456.717399931156,74.9708981422296,51.0317577251939
203723_at,103.373517494105,237.087653691677,73.8366451177959,83.6311880850436
203724_s_at,18.5297719240314,20.9470979243404,656.09480647354,60.9357428342583
203725_at,484.367836318895,80.9023712277161,168.09988105543,94.277600514473
203726_s_at,67.7040429232688,84.2595920485111,65.7972159279956,87.2984497255373
203727_at,519.948867493779,386.161274414057,217.284858069929,104.083874910627
203728_at,166.635247353122,127.450017243423,68.6733169448872,30.5564666008276
203729_at,813.037308897716,306.340899448597,55.7085118132893,37.7543550464366
203730_s_at,29.8986456850261,23.8011373993663,18.1271349150041,21.5341617861786
203731_s_at,91.8898944156126,124.876803522995,85.4235685645248,38.3066819480743
203732_at,166.802782544362,59.5911992769763,46.1970232784183,51.7709610093147
203733_at,209.595874070121,111.917032641313,117.007687304051,99.3728409095088
203734_at,376.622405501874,146.605526722018,308.339625798779,134.2861647303
203735_x_at,105.060279547373,45.3925486172034,268.728525833381,37.593780508115
203736_s_at,19.1827057823325,15.0084838726663,20.7135906631284,20.2514863663723
203737_s_at,250.028764993848,41.1964944219967,25.2386802016542,22.3345538538958
203738_at,110.08441641395,33.2877685945212,65.9296306359799,31.6462574834599
203739_at,92.3102808374877,20.5768419864904,17.4090412505224,21.0590611073705
203740_at,273.770809551549,326.184473354903,292.668503059313,249.449472392285
203741_s_at,55.6859480995435,15.9782211328417,16.9072128654713,18.7033666921127
203742_s_at,62.7881093185083,49.6374362747722,25.026639116039,18.4090881391441
203743_s_at,200.837639176875,29.3356547408805,51.8753067445747,18.5638196340942
203744_at,460.410444664172,65.8655280502178,274.674259310989,44.6081959570393
203745_at,79.2471305239263,28.0019480098132,23.1813132366185,37.1472670950151
203746_s_at,396.269623512334,176.882482502224,118.736064862079,68.6767379430261
203747_at,208.178300826347,248.40879572998,224.283087442191,155.417028327408
203748_x_at,27.1147565768184,189.765246509743,77.7700757509718,66.4398807820757
203749_s_at,202.734615690011,68.4557578995961,75.6066033544901,34.8008205413109
203750_s_at,87.3046592318741,38.9194346731004,85.5889391184971,45.7548047384964
203751_x_at,122.165122661059,83.1532010338273,26.9472329422307,39.9357635551072
203752_s_at,870.934513182068,726.515143042246,758.254988532436,272.283177727856
203753_at,68.5228979355005,32.7361544674526,122.412145936287,36.3637935352874
203754_s_at,144.225213370632,161.109758383109,251.887826493797,116.171554237122
203755_at,822.16825743153,32.740740710551,33.7218680726702,25.9190829427146
203756_at,194.246319875246,272.198003330441,280.074400333434,191.284982819193
203757_s_at,28.8757016441525,51.5341796000335,64.364408853264,96.2304892994825
203758_at,143.813253735631,153.374463399141,78.4475926874926,71.5883378258543
203759_at,108.796147519909,160.511888245143,194.769370162714,126.532668202882
203760_s_at,113.211257335468,167.804425168526,436.245393208174,65.7394433083582
203761_at,75.1748907335301,137.658304211899,1003.77811665232,106.830621297147
203762_s_at,30.1799152850283,22.0381754190411,35.5107236775357,30.6483938163285
203763_at,75.1175089230648,16.9047864178285,22.0554341467129,18.7559328412169
203764_at,560.413903251094,16.6894262367057,23.6344977110142,18.1496982964527
203765_at,52.9608147694272,27.7668247963191,30.7176633709227,28.1265802194038
203766_s_at,55.7550274215541,485.067358386403,152.305265036879,41.5911274463918
203767_s_at,157.523538063893,17.6495104892773,21.5989917496036,20.1908997402052
203768_s_at,89.8404594872709,86.1596462039226,147.25871092462,111.798333532739
203769_s_at,159.666886828178,51.7440314170846,119.982933508076,74.4951016505153
203770_s_at,69.3936614511016,24.560879452435,30.7323483877107,36.9816219481009
203771_s_at,21.3611532084272,35.0790276446318,24.8468025351244,24.098657148771
203772_at,39.2307015870118,32.9694497482256,41.6440462210891,47.6214383810171
203773_x_at,203.653250058756,303.066990532891,211.421174484082,80.8614565106799
203774_at,128.112605214964,24.9243551682439,22.6590367877578,21.5378008941986
203775_at,56.0548614537899,23.2992809973065,26.2824824099909,25.8771839556968
203776_at,215.066852890561,140.970181857156,129.460684661025,89.4863402759106
203777_s_at,351.359540078598,190.294333007192,93.8785831566802,116.867276553117
203778_at,245.105602408074,76.162131103122,65.9396661447155,36.8727391980225
203779_s_at,18.9852781996214,35.793634332003,35.4846367463323,31.6152716730879
203780_at,17.4898454615956,21.808528129789,16.830413407111,15.7237003812845
203781_at,385.824167607735,328.586344888804,100.807702741911,151.308808733157
203782_s_at,266.944623412968,52.7190339551371,61.8047561973836,75.8024215654517
203783_x_at,75.6949043228811,54.2281731236917,48.0677328345702,34.8745357720262
203784_s_at,30.2066687587141,23.2396782830964,32.3380796144078,20.4261350413229
203785_s_at,181.03170768422,42.4419074796466,49.9483663182196,52.5947417840601
203786_s_at,1031.65190412725,652.127764432586,97.2150872073961,227.161073745843
203787_at,42.2260712907518,39.4558691391804,161.753653402997,51.5708058550396
203788_s_at,26.9744798056797,83.7990832473254,69.1456557419516,50.0063597650768
203789_s_at,15.1686822103638,63.7924841772608,183.992175818233,27.2176429996427
203790_s_at,266.546421721546,104.723595306567,122.989801641135,57.3071845324219
203791_at,32.8511912513215,44.0300786493979,20.2612065763762,19.2614094976413
203792_x_at,196.864119096697,201.50774891514,294.264895382425,87.3814373132767
203793_x_at,149.779882457749,146.868728378436,272.547704299132,106.001253380678
203794_at,212.231665484514,372.692909112371,403.207569451878,423.720952225379
203795_s_at,184.335891542896,72.6923175147368,287.393114559428,125.859205803597
203796_s_at,154.329080664852,99.6170374950132,201.859396002394,62.4321718875979
203797_at,80.8172512351658,91.7748130522543,737.357454546548,1381.69857156204
203798_s_at,21.9235404686673,32.7334116469254,86.9720677645328,307.028851287923
203799_at,21.6857900689168,27.8324807813438,17.5947432264814,21.4234714948169
203800_s_at,699.079925663125,299.890051553648,180.122148458982,85.133056852315
203801_at,23.7118502391588,16.5752102092266,26.2669322851685,16.9746590123044
203802_x_at,348.998391952663,185.915236523805,186.212663831787,35.9180421678038
203803_at,16.753998106746,21.4439020455949,26.0531756042079,18.0162624000224
203804_s_at,599.843287476659,34.6920937638697,500.936746300036,29.768592245054
203805_s_at,292.599953952345,75.5738427505141,134.139791317539,44.4778227922936
203806_s_at,173.586549714642,73.3932041229494,108.078703750993,40.5057309664903
203807_x_at,33.6509987939868,155.869737575608,44.3633860784336,24.2706076339208
203808_at,37.3361039222206,24.3949282938847,35.5370410528894,27.1299751773576
203809_s_at,39.1218045828893,59.7179684935034,34.0518516311979,38.0716525399393
203810_at,27.4939262041221,24.2214528285778,22.0749584155612,18.6180232644538
203811_s_at,40.1448670263871,23.0831011128432,23.2203348182419,24.5228255193766
203812_at,136.37383591662,150.029214533677,145.926851843561,145.912198289735
203813_s_at,35.2484327726934,57.91799147224,44.5229991273186,37.1165324577194
203814_s_at,48.2489106538393,104.170412232222,55.1467562647198,41.9790925830594
203815_at,23.7773066879604,305.621241601904,50.9789642401516,40.8994229522618
203816_at,163.666679763281,53.1669069267302,48.9444652227279,32.6155018480129
203817_at,654.639508009412,33.7458855330953,218.754325577235,106.484099146041
203818_s_at,256.916451276459,56.6867340084367,55.2122831134404,30.261653290752
203819_s_at,603.269132153367,19.4149668550204,20.5006979418307,27.0696460533567
203820_s_at,398.789591579911,20.1586726810057,17.7949381154472,20.6101030265888
203821_at,31.7788157195223,94.9993425571875,112.93598899244,55.3376877859608
203822_s_at,97.8819298018923,141.505083983968,68.804639258549,58.1931564867499
203823_at,380.919290797755,294.574778058122,146.239287788392,167.617907503028
203824_at,19.6830806968805,433.961295402885,20.6142274985137,25.5942060291929
203825_at,402.878516397244,433.546435639512,296.479696373844,167.519505438583
203826_s_at,181.056139308831,148.926648702921,291.789374937386,146.205375058329
203827_at,67.4273695978726,33.4375905038753,20.1682137605546,26.5112106412806
203828_s_at,1383.26692459208,138.332684482471,45.728750171683,59.2316809715407
203829_at,137.286520917602,76.2968888223008,54.6627581923214,48.5424819665695
203830_at,19.1775268500196,15.6544909082104,15.43593053794,15.5195223677005
203831_at,339.195068043447,282.853847144283,507.085606522703,115.616919026463
203832_at,1371.06221610384,70.6812508288906,178.203293035575,28.1820038141339
203833_s_at,148.251937033577,127.279154431911,63.5732065211059,55.0394521469082
203834_s_at,172.546182992989,96.8675958813842,167.453251534188,139.820588721035
203835_at,55.1137488766597,242.582389250918,187.862781941752,129.451114511017
203836_s_at,309.6667754369,100.050896052089,42.3654385042564,46.0404408681481
203837_at,163.981270750726,74.2320823276934,56.4565031329019,26.8692588115684
203838_s_at,68.4331470828509,61.4185578148207,86.8772261882214,49.19086077603
203839_s_at,367.869318044684,262.107904450689,208.896587491047,143.947660278632
203840_at,13.109514516229,18.6432285084659,13.7453848981339,17.2570988609767
203841_x_at,39.5188479942579,35.8817396393666,63.2150392213274,62.6770046261014
203842_s_at,259.037291057336,111.08312865161,247.771318057486,329.770310120311
203843_at,176.49856240407,39.1562860346314,27.8452155057154,26.9166942167104
203844_at,18.1687055658232,16.8287933746801,19.9669579163564,17.2781738458891
203845_at,21.4984306006277,30.0499722547534,34.8509225235365,35.1536577837296
203846_at,92.6166496335978,104.447288556058,103.878198887179,74.053518448763
203847_s_at,317.778700655942,123.374917052342,147.338951035901,75.3171368469792
203848_at,129.108825463078,67.3638651975829,77.1841639724636,40.0801299530639
203849_s_at,22.9558828471599,126.448062800726,103.294033594421,83.3868505919931
203850_s_at,20.765500404422,20.1124342695516,24.2472855295221,23.3068142705919
203851_at,70.5195968042209,559.800061398024,72.6248423738224,74.988750429892
203852_s_at,55.2683726831176,23.190346229795,18.843888088114,17.6788672062967
203853_s_at,50.3837119039396,105.193574889449,288.563348767225,141.393029074486
203854_at,41.9938139021605,37.5541786038734,58.2644819990075,39.9424271918488
203855_at,28.2409941523818,22.1261094251703,369.479601704688,44.8930745081514
203856_at,434.137379460286,24.5083224074162,30.3056110620354,31.8111133883624
203857_s_at,192.421210270609,359.878484344685,104.037111164974,74.312787210648
203858_s_at,313.243666612412,192.06587507676,223.380038463747,118.037828528707
203859_s_at,82.0793181701463,180.90056871068,587.401822856279,193.135505585012
203860_at,53.5425673891368,29.4792804987287,19.7341246891017,20.6014632668089
203861_s_at,102.366511101347,225.193533304861,408.114040361004,225.502832608978
203862_s_at,18.27121678616,29.2434210337302,165.672580437834,31.2007965091765
203863_at,25.7837757274428,29.9098941098819,171.059499678602,36.3081379942122
203864_s_at,52.7482711116247,95.0192094544023,229.023491623371,98.7520967772776
203865_s_at,29.6974594074772,77.7220150811537,145.881449991772,61.7335189667515
203866_at,92.5318934636118,48.9948971581164,71.2359123556474,37.0858728211696
203867_s_at,215.129256593279,102.40783626168,68.9702321527325,28.0990550186125
203868_s_at,160.371390363363,22.5182270796492,46.8833954386804,25.9941837314291
203869_at,34.8811127677779,15.4778184013315,23.9477293715618,27.6603778112523
203870_at,20.8793946243959,22.3786892703325,48.6597379017747,47.8440748356302
203871_at,396.752511505109,129.878173937903,213.828661677256,118.263267995438
203872_at,30.2456277620603,710.852249254385,38.1259609899235,30.7567764746665
203873_at,33.6344092811021,30.8113780024583,55.5459021261611,45.7796808557231
203874_s_at,18.384814760125,19.0585096265841,54.574721860201,24.3370688818952
203875_at,14.9297052160847,27.8513563188057,116.779466785419,30.1255000714114
203876_s_at,48.6554535536658,45.6343199605833,37.6352290560139,38.1059551090048
203877_at,33.2086014245045,51.5119348297576,47.7150885994623,58.7483672243805
203878_s_at,209.684609082044,70.004015203637,177.782927056174,58.6641375063394
203879_at,1082.58128044879,139.073469832619,137.03007606612,50.2774558523455
203880_at,897.816874610408,301.970896442987,40.685868688048,54.5922504454306
203881_s_at,23.734905567032,19.3435905562332,28.8841111616788,21.0804715391726
203882_at,528.79986291785,444.819597493378,203.143008739918,99.1207228171797
203883_s_at,89.507708259854,88.7117807152762,116.38045389446,43.686673253454
203884_s_at,28.5645404791466,30.3832399625298,34.0532002114216,35.7578638850508
203885_at,165.048282063595,62.7407387815957,45.0621065305629,32.1944480598349
203886_s_at,48.4133012695721,101.172567547978,58.7325999241731,49.3894096445331
203887_s_at,19.7073381830788,57.8453855225565,26.8962663356413,28.191292396068
203888_at,74.1557831333638,113.044375692293,93.5714935814748,69.9525812097118
203889_at,22.8288715753387,25.4102095103061,609.260767311293,275.719810532144
203890_s_at,43.4522070156819,67.2222714233218,20.1268197535219,33.6938066493852
203891_s_at,128.57561554378,48.6908960171301,63.4076729721627,54.9459541611756
203892_at,71.6713630991112,434.272313041719,187.926830357906,71.9981400957736
203893_at,276.76018006515,45.3470412680724,76.4149519694662,34.2090891579325
203894_at,79.8630197914356,30.8727308320727,51.4532680651336,90.6422908966909
203895_at,22.7265809623992,25.3638382236806,28.3768722643889,21.5503270785999
203896_s_at,15.67366924482,17.9919324165424,17.9539542255532,19.6466900780275
203897_at,246.085707274335,56.8505439375831,85.1636725320816,35.926789484301
203898_at,46.0759863380097,65.1220639798585,48.91594759734,45.0614318928096
203899_s_at,265.756309214843,219.599472365471,236.27286259351,231.098552032394
203900_at,39.4586001401394,24.9022284077458,26.4683681369429,20.598585384413
203901_at,59.8581179564649,36.0750391703306,44.0211677727763,43.2510616414427
203902_at,16.7216394906669,18.4790783074027,18.7879140105484,23.7997552269131
203903_s_at,25.6188980455718,33.3179821920264,33.2637151491641,32.5124575308326
203904_x_at,536.562058206175,229.199104040719,349.737420960554,490.512103247066
203905_at,532.740350208054,142.637397808403,146.570822728034,78.6578947435228
203906_at,326.750832679514,194.336996985259,265.337066554307,229.940101577022
203907_s_at,469.990673775112,177.606212138601,152.925110328793,127.386922703251
203908_at,21.5022813545047,105.444060746796,56.3998387120314,36.6294778379604
203909_at,227.962290102483,34.3100262963402,444.488151874997,160.585179751645
203910_at,20.7921504621246,47.6253536935776,43.4277263156493,31.5758632590363
