Sample b0 A umax L z umax_lw umax_up umax_lw_FI umax_up_FI
A1 1.26047642927 -1.23823309644 0.3394121094 12.4463373021 -3.05793249975 0.22956936528 0.449254853521 0.229567346856 0.449256871944
A2 1.24829496717 -1.22651877493 0.360828893107 12.0788005124 -2.703963937 0.204587328844 0.51707045737 0.204584457816 0.517073328398
A3 1.26976069871 -1.23499253762 0.364002392204 12.5437922151 -2.49042113141 0.0992592526181 0.62874553179 0.0992543878114 0.628750396597
A4 1.27524556409 -1.26066277111 0.290335272709 12.895886824 -2.65766621465 0.15708528543 0.423585259987 0.157082836886 0.423587708532
B1 1.30400179276 -1.28000776028 0.487696303085 12.6261373509 -2.79844131205 -0.115448440666 1.09084104684 -0.115459523796 1.09085212997
B2 1.36050091324 -1.33658168799 0.408425228311 12.5544168133 -2.44220006394 0.0926798495211 0.724170607101 0.0926740475191 0.724176409103
B3 1.31525170651 -1.28920594871 0.486069502028 12.3690905065 -2.83807487155 0.0673445518224 0.904794452233 0.0673368575118 0.904802146543
B4 1.36649894132 -1.33582559002 0.438387981087 12.5700337983 -2.87324051768 0.166734334814 0.71004162736 0.166729343022 0.710046619151
